invoiceStatus,hasInvoice,id,product id,product group,product name,type,priceQuantity,priceCurrency,priceVolume,quantity,volume,status,containerId,invoiceId,Invoice_Numnber,Container_Number,dateOfLoading,dateOfDelivery,taxRate,description,followUpStatus,elementId,containerOperationQualityId,value,name,country,logisticCostPerTon,endDate,harold_number
DRAFT,TRUE,2614,6,Papier,Mixed paper from department stores,SELL,55,EUR,T,23.28,T,PENDING,3101,200,IN23-WFR-0-000-020,CT2023-01-0002991,17/01/2023 08:22,17/01/2023 08:22,0.2,,DELIVERED,,3101,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,2612,6,Papier,Mixed paper from department stores,SELL,50,EUR,T,23.12,T,PENDING,3102,200,IN23-WFR-0-000-020,CT2023-01-0002992,17/01/2023 08:37,17/01/2023 08:37,0.2,,DELIVERED,,3102,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,2618,6,Papier,Mixed paper from department stores,SELL,55,EUR,T,24.89,T,PENDING,3098,200,IN23-WFR-0-000-020,CT2023-01-0002988,13/01/2023 07:55,13/01/2023 07:55,0.2,,DELIVERED,,3098,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,2608,6,Papier,Mixed paper from department stores,SELL,55,EUR,T,24.19,T,PENDING,3100,200,IN23-WFR-0-000-020,CT2023-01-0002990,16/01/2023 11:10,16/01/2023 11:10,0.2,,DELIVERED,,3100,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,2616,6,Papier,Mixed paper from department stores,SELL,55,EUR,T,23.65,T,PENDING,3099,200,IN23-WFR-0-000-020,CT2023-01-0002989,16/01/2023 08:05,16/01/2023 08:05,0.2,,DELIVERED,,3099,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,2622,6,Papier,Mixed paper from department stores,SELL,50,EUR,T,23.8,T,PENDING,3128,200,IN23-WFR-0-000-020,CT2023-01-0003018,16/01/2023 13:48,16/01/2023 13:48,0.2,,DELIVERED,,3130,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,2610,1,Papier,Mixed paper,SELL,40,EUR,T,21.13,T,PENDING,2839,200,IN23-WFR-0-000-020,CT2023-01-0002729,30/01/2023 13:25,30/01/2023 13:25,0.2,,DELIVERED,,2839,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-375
DRAFT,TRUE,2624,6,Papier,Mixed paper from department stores,SELL,45,EUR,T,23.73,T,PENDING,2867,200,IN23-WFR-0-000-020,CT2023-01-0002757,04/01/2023 13:39,04/01/2023 13:39,0.2,,DELIVERED,,2870,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,2632,6,Papier,Mixed paper from department stores,SELL,55,EUR,T,24.13,T,PENDING,2860,200,IN23-WFR-0-000-020,CT2023-01-0002750,03/01/2023 14:15,04/01/2023 14:15,0.2,,DELIVERED,,2861,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,2626,6,Papier,Mixed paper from department stores,SELL,55,EUR,T,23.45,T,PENDING,2868,200,IN23-WFR-0-000-020,CT2023-01-0002758,04/01/2023 13:44,04/01/2023 13:44,0.2,,DELIVERED,,2868,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,193,6,Papier,Mixed paper from department stores,SELL,55,EUR,T,22.57,T,PENDING,2869,200,IN23-WFR-0-000-020,CT2023-01-0002759,04/01/2023 15:46,04/01/2023 15:46,0.2,,DELIVERED,,2869,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,2590,1,Papier,Mixed paper,SELL,35,EUR,T,22.67,T,PENDING,2837,200,IN23-WFR-0-000-020,CT2023-01-0002727,05/01/2023 13:35,05/01/2023 13:41,0.2,,DELIVERED,,2841,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-375
DRAFT,TRUE,2634,1,Papier,Mixed paper,SELL,40,EUR,T,19.97,T,PENDING,2840,200,IN23-WFR-0-000-020,CT2023-01-0002730,06/01/2023 13:35,06/01/2023 13:41,0.2,,DELIVERED,,2840,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-375
DRAFT,TRUE,2604,6,Papier,Mixed paper from department stores,SELL,50,EUR,T,23.44,T,PENDING,2943,200,IN23-WFR-0-000-020,CT2023-01-0002833,17/01/2023 14:03,17/01/2023 14:03,0.2,,DELIVERED,,2944,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-375
DRAFT,TRUE,2602,1,Papier,Mixed paper,SELL,50,EUR,T,6.614,T,PENDING,3359,200,IN23-WFR-0-000-020,CT2023-01-0003249,25/01/2023 11:21,25/01/2023 11:21,0.2,,DELIVERED,,,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-375
DRAFT,TRUE,2601,6,Papier,Mixed paper from department stores,SELL,55,EUR,T,17.286,T,PENDING,3359,200,IN23-WFR-0-000-020,CT2023-01-0003249,25/01/2023 11:21,25/01/2023 11:21,0.2,,DELIVERED,,3360,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-375
DRAFT,TRUE,2630,11,Papier,Sorted office paper from department stores,SELL,55,EUR,T,23.84,T,PENDING,3332,200,IN23-WFR-0-000-020,CT2023-01-0003222,03/01/2023 10:25,03/01/2023 10:25,0.2,,DELIVERED,,,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,2628,11,Papier,Sorted office paper from department stores,SELL,55,EUR,T,24.49,T,PENDING,3333,200,IN23-WFR-0-000-020,CT2023-01-0003223,03/01/2023 10:25,03/01/2023 10:25,0.2,,DELIVERED,,,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,2606,6,Papier,Mixed paper from department stores,SELL,55,EUR,T,25.56,T,PENDING,3028,200,IN23-WFR-0-000-020,CT2023-01-0002918,19/01/2023 13:34,20/01/2023 13:34,0.2,,DELIVERED,,3029,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-375
DRAFT,TRUE,2586,6,Papier,Mixed paper from department stores,SELL,50,EUR,T,23.77,T,PENDING,3027,200,IN23-WFR-0-000-020,CT2023-01-0002917,17/01/2023 14:12,17/01/2023 14:12,0.2,,DELIVERED,,3028,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-375
DRAFT,TRUE,2588,1,Papier,Mixed paper,SELL,40,EUR,T,24.63,T,PENDING,3750,200,IN23-WFR-0-000-020,CT2023-02-0003640,02/02/2023 14:21,02/02/2023 14:21,0.2,,DELIVERED,,3751,SAICA PAPER EL Centre de Comptabilité,Company A,France,,31/01/2023 23:59,S2023-01-0-000-375
DRAFT,TRUE,805,6,Papier,Mixed paper from department stores,BUY,50,EUR,T,23.79999924,T,PENDING,3101,103,SU23-0-000-041,CT2023-01-0002991,17/01/2023 08:22,17/01/2023 08:22,0.189999998,,LOADED,,3101,Fetzer Rohstoffe + Recycling GmbH,Company B,Deutschland,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,809,6,Papier,Mixed paper from department stores,BUY,50,EUR,T,23.59000015,T,PENDING,3102,103,SU23-0-000-041,CT2023-01-0002992,17/01/2023 08:37,17/01/2023 08:37,0.189999998,,LOADED,,3102,Fetzer Rohstoffe + Recycling GmbH,Company B,Deutschland,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,807,6,Papier,Mixed paper from department stores,BUY,50,EUR,T,25.29999924,T,PENDING,3098,103,SU23-0-000-041,CT2023-01-0002988,13/01/2023 07:55,13/01/2023 07:55,0.189999998,,LOADED,,3098,Fetzer Rohstoffe + Recycling GmbH,Company B,Deutschland,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,811,6,Papier,Mixed paper from department stores,BUY,50,EUR,T,24.46999931,T,PENDING,3100,103,SU23-0-000-041,CT2023-01-0002990,16/01/2023 11:10,16/01/2023 11:10,0.189999998,,LOADED,,3100,Fetzer Rohstoffe + Recycling GmbH,Company B,Deutschland,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,803,6,Papier,Mixed paper from department stores,BUY,50,EUR,T,24.15999985,T,PENDING,3099,103,SU23-0-000-041,CT2023-01-0002989,16/01/2023 08:05,16/01/2023 08:05,0.189999998,,LOADED,,3099,Fetzer Rohstoffe + Recycling GmbH,Company B,Deutschland,,31/01/2023 23:59,S2023-01-0-000-378
DRAFT,TRUE,3855,6,Papier,Mixed paper from department stores,BUY,48,EUR,T,24.44,T,PENDING,3870,273,SU23-0-000-131,CT2023-02-0003760,13/02/2023 15:21,14/02/2023 15:22,0.19,,LOADED,,3871,Fetzer Rohstoffe + Recycling GmbH,Company B,Deutschland,,28/02/2023 23:59,S2023-02-0-000-427
DRAFT,TRUE,673,156,Papier,Mixed paper from department stores (EUWID DE market price),BUY,66.94999695,EUR,T,25.45999908,T,PENDING,2755,72,SU23-0-000-028,CT2022-12-0002645,10/01/2023 14:03,10/01/2023 11:45,0.189999998,,LOADED,,2754,AVR Gewerbe Service GmbH,Company B2,Deutschland,12.31999969,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,671,156,Papier,Mixed paper from department stores (EUWID DE market price),BUY,66.94999695,EUR,T,25.18000031,T,PENDING,2754,72,SU23-0-000-028,CT2022-12-0002644,03/01/2023 10:47,03/01/2023 10:48,0.189999998,,LOADED,,2755,AVR Gewerbe Service GmbH,Company B2,Deutschland,12.32,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,674,156,Papier,Mixed paper from department stores (EUWID DE market price),BUY,66.94999695,EUR,T,25.32999992,T,PENDING,3114,72,SU23-0-000-028,CT2023-01-0003004,18/01/2023 15:55,18/01/2023 15:56,0.189999998,,LOADED,,3115,AVR Gewerbe Service GmbH,Company B2,Deutschland,12.32,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,2932,156,Papier,Mixed paper from department stores (EUWID DE market price),BUY,63.45,EUR,T,25.11,T,PENDING,3388,271,SU23-0-000-129,CT2023-01-0003278,03/02/2023 14:05,03/02/2023 14:05,0.19,,LOADED,,3388,AVR Gewerbe Service GmbH,Company B2,Deutschland,12.33599976,28/02/2023 23:59,S2023-01-0-000-402
DRAFT,TRUE,2934,156,Papier,Mixed paper from department stores (EUWID DE market price),BUY,63.45,EUR,T,23.32,T,PENDING,3387,271,SU23-0-000-129,CT2023-01-0003277,01/02/2023 14:00,01/02/2023 14:00,0.19,,LOADED,,3387,AVR Gewerbe Service GmbH,Company B2,Deutschland,12.33599976,28/02/2023 23:59,S2023-01-0-000-402
DRAFT,TRUE,2930,156,Papier,Mixed paper from department stores (EUWID DE market price),BUY,63.45,EUR,T,25.27,T,PENDING,3668,271,SU23-0-000-129,CT2023-02-0003558,07/02/2023 13:07,07/02/2023 13:07,0.19,,LOADED,,3669,AVR Gewerbe Service GmbH,Company B2,Deutschland,12.336,28/02/2023 23:59,S2023-01-0-000-402
DRAFT,TRUE,2899,35,Papier,Paper documents,SELL,255,EUR,T,23.1,T,PENDING,3120,274,IN23-0-000-063,CT2023-01-0003010,06/02/2023 11:48,06/02/2023 11:48,0.19,,DELIVERED,,,BUCHMANN GmbH,Company C,Deutschland,15.6,28/02/2023 23:59,S2023-01-0-000-409
DRAFT,TRUE,2921,15,Papier,Grey board,SELL,105,EUR,T,19.94,T,PENDING,3251,274,IN23-0-000-063,CT2023-01-0003141,07/02/2023 14:12,07/02/2023 14:12,0.19,,DELIVERED,,3251,BUCHMANN GmbH,Company C,Deutschland,16.8,31/01/2023 23:59,S2023-01-0-000-380
DRAFT,TRUE,2917,15,Papier,Grey board,SELL,105,EUR,T,21.56,T,PENDING,3250,274,IN23-0-000-063,CT2023-01-0003140,06/02/2023 14:07,06/02/2023 14:08,0.19,,DELIVERED,,3250,BUCHMANN GmbH,Company C,Deutschland,16.8,31/01/2023 23:59,S2023-01-0-000-380
DRAFT,TRUE,2490,15,Papier,Grey board,SELL,105,EUR,T,24.34,T,PENDING,3249,201,IN23-0-000-051,CT2023-01-0003139,27/01/2023 13:56,30/01/2023 13:56,0.19,,DELIVERED,,3252,BUCHMANN GmbH,Company C,Deutschland,16.8,31/01/2023 23:59,S2023-01-0-000-380
DRAFT,TRUE,257,156,Papier,Mixed paper from department stores (EUWID DE market price),SELL,91.94999695,EUR,T,25.20000076,T,PENDING,2763,92,IN23-0-000-011,CT2022-12-0002653,30/12/2022 00:00,05/01/2023 9:41,0.189999998,,DELIVERED,,2764,BUCHMANN GmbH,Company C,Deutschland,17.6,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,260,156,Papier,Mixed paper from department stores (EUWID DE market price),SELL,91.94999695,EUR,T,25.29999924,T,PENDING,2764,92,IN23-0-000-011,CT2022-12-0002654,03/01/2023 9:52,04/01/2023 9:52,0.189999998,,DELIVERED,,2763,BUCHMANN GmbH,Company C,Deutschland,17.6,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,345,156,Papier,Mixed paper from department stores (EUWID DE market price),SELL,91.94999695,EUR,T,25.05999947,T,PENDING,2728,92,IN23-0-000-011,CT2022-12-0002618,13/01/2023 08:30,16/01/2023 08:30,0.189999998,,DELIVERED,,,BUCHMANN GmbH,Company C,Deutschland,20.4,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,379,156,Papier,Mixed paper from department stores (EUWID DE market price),SELL,91.94999695,EUR,T,25.45999908,T,PENDING,2755,92,IN23-0-000-011,CT2022-12-0002645,10/01/2023 14:03,10/01/2023 11:45,0.189999998,,DELIVERED,,2754,BUCHMANN GmbH,Company C,Deutschland,12.31999969,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,244,156,Papier,Mixed paper from department stores (EUWID DE market price),SELL,91.94999695,EUR,T,24.23999977,T,PENDING,2758,92,IN23-0-000-011,CT2022-12-0002648,02/01/2023 14:03,02/01/2023 14:04,0.189999998,,DELIVERED,,2760,BUCHMANN GmbH,Company C,Deutschland,16,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,254,156,Papier,Mixed paper from department stores (EUWID DE market price),SELL,91.94999695,EUR,T,25.10000038,T,PENDING,2759,92,IN23-0-000-011,CT2022-12-0002649,03/01/2023 14:13,03/01/2023 14:14,0.189999998,,DELIVERED,,2758,BUCHMANN GmbH,Company C,Deutschland,16,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,917,156,Papier,Mixed paper from department stores (EUWID DE market price),SELL,91.94999695,EUR,T,25.20000076,T,PENDING,2729,201,IN23-0-000-051,CT2022-12-0002619,23/01/2023 08:42,23/01/2023 08:42,0.19,,DELIVERED,,2728,BUCHMANN GmbH,Company C,Deutschland,20.39999962,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,2486,156,Papier,Mixed paper from department stores (EUWID DE market price),SELL,91.95,EUR,T,25.44,T,PENDING,2731,201,IN23-0-000-051,CT2022-12-0002621,30/01/2023 08:48,30/01/2023 08:48,0.19,,DELIVERED,,2730,BUCHMANN GmbH,Company C,Deutschland,20.4,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,4633,156,Papier,Mixed paper from department stores (EUWID DE market price),SELL,91.95,EUR,T,24.44,T,PENDING,2760,292,IN23-0-000-065,CT2022-12-0002650,09/01/2023 14:55,09/01/2023 14:48,0.19,,PLANNED,,2759,BUCHMANN GmbH,Company C,Deutschland,16,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,914,156,Papier,Mixed paper from department stores (EUWID DE market price),SELL,91.94999695,EUR,T,26.02000046,T,PENDING,2730,201,IN23-0-000-051,CT2022-12-0002620,24/01/2023 08:44,24/01/2023 08:45,0.19,,DELIVERED,,2729,BUCHMANN GmbH,Company C,Deutschland,20.4,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,395,156,Papier,Mixed paper from department stores (EUWID DE market price),SELL,91.94999695,EUR,T,24.18000031,T,PENDING,2732,92,IN23-0-000-011,CT2022-12-0002622,12/01/2023 8:10,12/01/2023 8:10,0.189999998,,DELIVERED,,2735,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,670,156,Papier,Mixed paper from department stores (EUWID DE market price),SELL,91.94999695,EUR,T,24.12000084,T,PENDING,2733,92,IN23-0-000-011,CT2022-12-0002623,19/01/2023 15:04,19/01/2023 15:04,0.189999998,,DELIVERED,,2732,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,4643,156,Papier,Mixed paper from department stores (EUWID DE market price),SELL,91.95,EUR,T,24.46,T,PENDING,2734,292,IN23-0-000-065,CT2022-12-0002624,27/01/2023 13:20,27/01/2023 13:20,0.19,,PLANNED,,2733,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,920,156,Papier,Mixed paper from department stores (EUWID DE market price),SELL,91.94999695,EUR,T,25.81999969,T,PENDING,2735,201,IN23-0-000-051,CT2022-12-0002625,23/01/2023 11:04,23/01/2023 11:04,0.19,,DELIVERED,,2734,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,247,6,Papier,Mixed paper from department stores,SELL,65,EUR,T,22.68000031,T,PENDING,2748,92,IN23-0-000-011,CT2022-12-0002638,03/01/2023 9:18,03/01/2023 9:18,0.189999998,,DELIVERED,,2747,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2022-12-0-000-365
DRAFT,TRUE,4632,6,Papier,Mixed paper from department stores,SELL,65,EUR,T,23.98,T,PENDING,2749,292,IN23-0-000-065,CT2022-12-0002639,06/01/2023 9:24,06/01/2023 9:24,0.19,,PLANNED,,2748,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2022-12-0-000-365
DRAFT,TRUE,249,1,Papier,Mixed paper,SELL,72,EUR,T,23.04000092,T,PENDING,2738,92,IN23-0-000-011,CT2022-12-0002628,04/01/2023 8:56,04/01/2023 8:57,0.189999998,,DELIVERED,,2745,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2022-12-0-000-364
DRAFT,TRUE,4636,1,Papier,Mixed paper,SELL,70,EUR,T,24.2,T,PENDING,2739,292,IN23-0-000-065,CT2022-12-0002629,05/01/2023 8:58,05/01/2023 8:58,0.19,,PLANNED,,2738,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2022-12-0-000-364
DRAFT,TRUE,388,1,Papier,Mixed paper,SELL,70,EUR,T,23.05999947,T,PENDING,2740,92,IN23-0-000-011,CT2022-12-0002630,11/01/2023 11:02,11/01/2023 11:03,0.189999998,,DELIVERED,,2739,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2022-12-0-000-364
DRAFT,TRUE,420,1,Papier,Mixed paper,SELL,70,EUR,T,24.94000053,T,PENDING,2741,92,IN23-0-000-011,CT2022-12-0002631,13/01/2023 11:06,13/01/2023 11:06,0.189999998,,DELIVERED,,2740,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2022-12-0-000-364
DRAFT,TRUE,577,1,Papier,Mixed paper,SELL,70,EUR,T,22.65999985,T,PENDING,2742,92,IN23-0-000-011,CT2022-12-0002632,18/01/2023 14:12,18/01/2023 14:12,0.189999998,,DELIVERED,,2741,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2022-12-0-000-364
DRAFT,TRUE,776,1,Papier,Mixed paper,SELL,70,EUR,T,22.97999954,T,PENDING,2743,201,IN23-0-000-051,CT2022-12-0002633,20/01/2023 14:20,20/01/2023 14:20,0.19,,DELIVERED,,2742,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2022-12-0-000-364
DRAFT,TRUE,251,156,Papier,Mixed paper from department stores (EUWID DE market price),SELL,91.94999695,EUR,T,25.18000031,T,PENDING,2754,92,IN23-0-000-011,CT2022-12-0002644,03/01/2023 10:47,03/01/2023 10:48,0.189999998,,DELIVERED,,2755,BUCHMANN GmbH,Company C,Deutschland,12.32,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,385,13,Papier,Bright colored paper documents,SELL,275,EUR,T,24.37999916,T,PENDING,2883,92,IN23-0-000-011,CT2023-01-0002773,10/01/2023 11:57,11/01/2023 11:57,0.189999998,,DELIVERED,,2885,BUCHMANN GmbH,Company C,Deutschland,30.2,31/01/2023 23:59,S2023-01-0-000-377
DRAFT,TRUE,417,13,Papier,Bright colored paper documents,SELL,275,EUR,T,23.37999916,T,PENDING,2884,92,IN23-0-000-011,CT2023-01-0002774,12/01/2023 11:57,13/01/2023 11:57,0.189999998,,DELIVERED,,2884,BUCHMANN GmbH,Company C,Deutschland,30.2,31/01/2023 23:59,S2023-01-0-000-377
DRAFT,TRUE,390,15,Papier,Grey board,SELL,105,EUR,T,21.79999924,T,PENDING,2874,92,IN23-0-000-011,CT2023-01-0002764,11/01/2023 10:10,11/01/2023 10:10,0.189999998,,DELIVERED,,2878,BUCHMANN GmbH,Company C,Deutschland,16.79999924,31/01/2023 23:59,S2023-01-0-000-380
DRAFT,TRUE,397,15,Papier,Grey board,SELL,105,EUR,T,21.97999954,T,PENDING,2875,92,IN23-0-000-011,CT2023-01-0002765,12/01/2023 10:22,12/01/2023 10:23,0.189999998,,DELIVERED,,2875,BUCHMANN GmbH,Company C,Deutschland,16.8,31/01/2023 23:59,S2023-01-0-000-380
DRAFT,TRUE,4637,15,Papier,Grey board,SELL,105,EUR,T,22.4,T,PENDING,2876,292,IN23-0-000-065,CT2023-01-0002766,13/01/2023 11:28,13/01/2023 11:28,0.19,,PLANNED,,2876,BUCHMANN GmbH,Company C,Deutschland,16.8,31/01/2023 23:59,S2023-01-0-000-380
DRAFT,TRUE,499,15,Papier,Grey board,SELL,105,EUR,T,22.23999977,T,PENDING,2877,92,IN23-0-000-011,CT2023-01-0002767,16/01/2023 11:37,16/01/2023 11:37,0.189999998,,DELIVERED,,2877,BUCHMANN GmbH,Company C,Deutschland,16.8,31/01/2023 23:59,S2023-01-0-000-380
DRAFT,TRUE,309,1,Papier,Mixed paper,SELL,72,EUR,T,21.78000069,T,PENDING,2882,92,IN23-0-000-011,CT2023-01-0002772,09/01/2023 11:32,09/01/2023 11:32,0.189999998,,DELIVERED,,2883,BUCHMANN GmbH,Company C,Deutschland,16,31/01/2023 23:59,S2022-12-0-000-364
DRAFT,TRUE,382,1,Papier,Mixed paper,SELL,70,EUR,T,21.23999977,T,PENDING,2900,92,IN23-0-000-011,CT2023-01-0002790,10/01/2023 10:25,11/01/2023 10:25,0.189999998,,DELIVERED,,2902,BUCHMANN GmbH,Company C,Deutschland,16,31/01/2023 23:59,S2022-12-0-000-364
DRAFT,TRUE,502,13,Papier,Bright colored paper documents,SELL,275,EUR,T,23.18000031,T,PENDING,2934,92,IN23-0-000-011,CT2023-01-0002824,16/01/2023 09:57,16/01/2023 14:28,0.189999998,,DELIVERED,,2934,BUCHMANN GmbH,Company C,Deutschland,16,31/01/2023 23:59,S2023-01-0-000-377
DRAFT,TRUE,411,13,Papier,Bright colored paper documents,SELL,275,EUR,T,25.39999962,T,PENDING,2933,92,IN23-0-000-011,CT2023-01-0002823,13/01/2023 09:57,13/01/2023 14:25,0.189999998,,DELIVERED,,2933,BUCHMANN GmbH,Company C,Deutschland,16,31/01/2023 23:59,S2023-01-0-000-377
DRAFT,TRUE,414,13,Papier,Bright colored paper documents,SELL,275,EUR,T,25.5,T,PENDING,2932,92,IN23-0-000-011,CT2023-01-0002822,13/01/2023 09:57,13/01/2023 14:25,0.189999998,,DELIVERED,,2935,BUCHMANN GmbH,Company C,Deutschland,16,31/01/2023 23:59,S2023-01-0-000-377
DRAFT,TRUE,571,1,Papier,Mixed paper,SELL,70,EUR,T,24.87999916,T,PENDING,2901,92,IN23-0-000-011,CT2023-01-0002791,12/01/2023 10:32,13/01/2023 10:32,0.189999998,,DELIVERED,,,BUCHMANN GmbH,Company C,Deutschland,16,31/01/2023 23:59,S2022-12-0-000-364
DRAFT,TRUE,393,15,Papier,Grey board,SELL,105,EUR,T,22.97999954,T,PENDING,2906,92,IN23-0-000-011,CT2023-01-0002796,11/01/2023 13:59,11/01/2023 13:59,0.189999998,,DELIVERED,,2910,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2023-01-0-000-380
DRAFT,TRUE,422,52,Papier,Coated paper for high-quality printing,SELL,260,EUR,T,23.23999977,T,PENDING,2904,92,IN23-0-000-011,CT2023-01-0002794,12/01/2023 12:02,12/01/2023 12:03,0.189999998,,DELIVERED,,2905,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2023-01-0-000-383
DRAFT,TRUE,2542,1,Papier,Mixed paper,SELL,70,EUR,T,25.15999985,T,PENDING,2909,201,IN23-0-000-051,CT2023-01-0002799,23/01/2023 09:06,23/01/2023 09:06,0.19,,DELIVERED,,,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2023-01-0-000-380
DRAFT,TRUE,424,15,Papier,Grey board,SELL,105,EUR,T,24.26000023,T,PENDING,2907,92,IN23-0-000-011,CT2023-01-0002797,12/01/2023 14:03,12/01/2023 14:03,0.189999998,,DELIVERED,,2907,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2023-01-0-000-380
DRAFT,TRUE,426,15,Papier,Grey board,SELL,105,EUR,T,22.63999939,T,PENDING,2908,92,IN23-0-000-011,CT2023-01-0002798,13/01/2023 14:08,13/01/2023 14:08,0.189999998,,DELIVERED,,2908,BUCHMANN GmbH,Company C,Deutschland,,31/01/2023 23:59,S2023-01-0-000-380
DRAFT,TRUE,1023,6,Papier,Mixed paper from department stores,SELL,65,EUR,T,25.18,T,PENDING,3271,201,IN23-0-000-051,CT2023-01-0003161,25/01/2023 10:30,26/01/2023 10:30,0.19,,DELIVERED,,,BUCHMANN GmbH,Company C,Deutschland,17.6,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,2484,6,Papier,Mixed paper from department stores,SELL,65,EUR,T,24.38,T,PENDING,3343,201,IN23-0-000-051,CT2023-01-0003233,27/01/2023 13:48,30/01/2023 13:48,0.19,,DELIVERED,,,BUCHMANN GmbH,Company C,Deutschland,17.6,31/01/2023 23:59,S2022-12-0-000-360
DRAFT,TRUE,1027,6,Papier,Mixed paper from department stores,SELL,65,EUR,T,25,T,PENDING,3344,201,IN23-0-000-051,CT2023-01-0003234,26/01/2023 13:51,27/01/2023 13:51,0.19,,DELIVERED,,,BUCHMANN GmbH,Company C,Deutschland,17.6,31/01/2023 23:59,S2022-12-0-000-360
